,_id,metadata.location,answers.sex,answers.dob,answers.musical_background,answers.nationality,answers.visual_impairments,answers.musical_expertise,answers.hearing_impairments,answers.age,critical_reaction,control_chillsshiversthrills,control_activity,control_tension,control_familiarity,control_engagement,control_positivity,control_like_dislike,song_chillsshiversthrills,song_activity,song_tension,song_familiarity,song_engagement,song_positivity,song_like_dislike,control_transcendence,control_sadness,control_wonder,control_joyfulactivation,control_tenderness,control_peacefulness,control_nostalgia,control_power,song_transcendence,song_sadness,song_wonder,song_joyfulactivation,song_tenderness,song_peacefulness,song_nostalgia,song_power,metadata.language,answers.personality.trusting,answers.personality.artistic,answers.personality.imagination,answers.personality.reserved,answers.personality.outgoing,answers.personality.lazy,answers.personality.stress,answers.personality.nervous,answers.personality.fault,answers.personality.thorough,answers.concentration,song,answers.musicpref.world,answers.musicpref.hiphop,answers.musicpref.rock,answers.musicpref.pop,answers.musicpref.traditional_irish,answers.musicpref.dance,answers.musicpref.hip_hop,answers.musicpref.folk,answers.musicpref.none,answers.musicpref.classical,answers.musicpref.jazz
570eb75e83a73509d0e030c4,570eb75e83a73509d0e030c4,taipei_city,female,,,taiwanese,,2,False,18.0,False,,2,2,-1,1,2,1,,4.0,5.0,1.0,5.0,4.0,5.0,,,,,,,,4,,,,,,,,3.0,en,4.0,1.0,4.0,2.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,into_dust,0,0,1,1,0,0,0,0,0,0,0
570eb73a83a73509d0e024c0,570eb73a83a73509d0e024c0,taichung_city,male,,,taiwanese,,3,False,18.0,False,,2,3,-1,3,3,2,,3.0,4.0,1.0,5.0,4.0,4.0,,,,,,,,2,,,,,,,,2.0,en,5.0,1.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,2.0,4.0,into_dust,0,1,0,1,0,0,0,0,0,1,0
570eb73d83a73509d0e025a6,570eb73d83a73509d0e025a6,taipei_city,male,,,taiwanese,,2,False,44.0,True,,2,2,-1,2,1,1,,4.0,5.0,1.0,5.0,3.0,5.0,,,,,,,,2,,,,,,,,4.0,en,4.0,3.0,4.0,3.0,5.0,4.0,5.0,1.0,4.0,5.0,4.0,into_dust,1,0,0,1,0,0,0,0,0,0,0
570eb79b83a73509d0e04410,570eb79b83a73509d0e04410,taipei_city,male,,,taiwanese,,3,True,21.0,True,,3,4,-1,5,5,5,,4.0,4.0,2.0,4.0,4.0,4.0,,,,,,,,4,,,,,,,,4.0,en,2.0,1.0,5.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,into_dust,0,0,0,1,0,0,0,0,0,0,0
570eb73983a73509d0e02409,570eb73983a73509d0e02409,taipei_city,male,,,taiwanese,,3,False,19.0,False,,3,3,-1,4,3,3,,4.0,4.0,3.0,5.0,4.0,4.0,,,,,,,,3,,,,,,,,3.0,en,4.0,3.0,3.0,4.0,2.0,4.0,2.0,4.0,4.0,3.0,4.0,into_dust,0,0,0,1,0,0,0,0,0,0,0
570eb75783a73509d0e02e28,570eb75783a73509d0e02e28,taichung_city,female,,,taiwanese,,2,False,16.0,False,,3,3,-1,2,3,3,,3.0,3.0,1.0,3.0,4.0,3.0,,,,,,,,4,,,,,,,,3.0,en,5.0,3.0,5.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,into_dust,0,0,0,1,0,0,0,0,0,0,0
570eb76683a73509d0e0332d,570eb76683a73509d0e0332d,taichung_city,female,,,taiwanese,,1,False,36.0,False,,3,3,-1,1,3,3,,3.0,4.0,1.0,3.0,3.0,4.0,,,,,,,,3,,,,,,,,3.0,zh_TW,4.0,3.0,4.0,3.0,4.0,3.0,2.0,5.0,2.0,3.0,4.0,into_dust,0,0,0,1,0,0,0,0,0,0,0
570eb75283a73509d0e02c67,570eb75283a73509d0e02c67,taipei_city,male,,,taiwanese,,3,False,15.0,False,,4,3,-1,3,4,3,,4.0,4.0,4.0,4.0,4.0,5.0,,,,,,,,3,,,,,,,,4.0,en,4.0,2.0,4.0,3.0,2.0,4.0,3.0,2.0,4.0,2.0,4.0,into_dust,0,0,0,1,0,0,0,0,0,1,1
570eb73683a73509d0e02351,570eb73683a73509d0e02351,taichung_city,male,,,american,,4,False,24.0,False,,3,2,-1,2,2,2,,2.0,3.0,1.0,3.0,4.0,4.0,,,,,,,,3,,,,,,,,3.0,en,3.0,1.0,5.0,2.0,4.0,2.0,4.0,2.0,2.0,4.0,4.0,into_dust,1,1,1,1,0,1,0,1,0,1,1
570eb7b483a73509d0e04b9b,570eb7b483a73509d0e04b9b,taipei_city,male,,,portuguese,,4,False,24.0,True,,1,2,-1,1,2,1,,5.0,5.0,1.0,5.0,5.0,5.0,,,,,,,,2,,,,,,,,5.0,en,3.0,1.0,5.0,5.0,3.0,5.0,4.0,5.0,4.0,2.0,5.0,into_dust,0,1,1,1,0,1,0,1,0,0,0
570eb7a783a73509d0e047cd,570eb7a783a73509d0e047cd,taipei_city,male,,,taiwanese,,3,False,9.0,False,,3,4,-1,4,4,5,,4.0,5.0,1.0,4.0,5.0,5.0,,,,,,,,3,,,,,,,,3.0,en,3.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,4.0,4.0,into_dust,0,0,0,1,0,0,0,0,0,0,0
570eb72b83a73509d0e01f90,570eb72b83a73509d0e01f90,taipei_city,female,,,taiwanese,,2,False,44.0,False,,2,2,-1,2,4,2,,4.0,4.0,1.0,5.0,5.0,5.0,,,,,,,,3,,,,,,,,4.0,en,4.0,1.0,2.0,4.0,4.0,4.0,2.0,4.0,5.0,1.0,4.0,into_dust,0,0,0,0,0,0,0,1,0,0,0
570eb72d83a73509d0e02040,570eb72d83a73509d0e02040,taichung_city,female,,,taiwanese,,4,False,19.0,False,,3,2,-1,1,3,1,,2.0,3.0,1.0,2.0,3.0,1.0,,,,,,,,4,,,,,,,,5.0,zh_TW,4.0,1.0,2.0,4.0,3.0,5.0,2.0,5.0,5.0,2.0,1.0,into_dust,0,0,0,1,0,0,0,0,0,1,0
570eb78383a73509d0e03ca4,570eb78383a73509d0e03ca4,taipei_city,male,,,taiwanese,,2,False,10.0,False,,1,1,-1,1,1,1,,4.0,5.0,1.0,4.0,5.0,4.0,,,,,,,,3,,,,,,,,5.0,en,3.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,into_dust,0,0,0,1,0,0,0,0,0,0,0
570eb72383a73509d0e01cff,570eb72383a73509d0e01cff,taichung_city,female,,,taiwanese,,1,False,18.0,True,,3,4,-1,2,3,3,,4.0,5.0,1.0,5.0,5.0,5.0,,,,,,,,2,,,,,,,,5.0,en,4.0,1.0,5.0,4.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,into_dust,0,0,0,1,0,0,0,0,0,0,0
570eb79d83a73509d0e044ac,570eb79d83a73509d0e044ac,taipei_city,male,,,taiwanese,,3,False,26.0,True,,2,3,-1,4,2,1,,4.0,5.0,4.0,5.0,4.0,5.0,,,,,,,,3,,,,,,,,5.0,en,2.0,1.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,5.0,into_dust,0,1,1,1,0,1,0,0,0,1,0
570eb74583a73509d0e02817,570eb74583a73509d0e02817,taipei_city,male,,,taiwanese,,2,False,40.0,True,,2,4,-1,3,2,2,,4.0,5.0,1.0,5.0,4.0,4.0,,,,,,,,1,,,,,,,,2.0,en,5.0,1.0,4.0,4.0,1.0,2.0,2.0,5.0,1.0,5.0,4.0,into_dust,0,0,0,1,0,0,0,0,0,1,0
570eb73983a73509d0e02459,570eb73983a73509d0e02459,taichung_city,male,,,taiwanese,,1,False,16.0,False,,2,2,-1,4,2,1,,2.0,4.0,1.0,3.0,3.0,4.0,,,,,,,,3,,,,,,,,2.0,zh_TW,4.0,2.0,3.0,5.0,1.0,4.0,2.0,5.0,4.0,4.0,3.0,into_dust,0,0,0,1,0,0,0,0,0,0,0
570eb73583a73509d0e022d2,570eb73583a73509d0e022d2,taichung_city,male,,,taiwanese,,5,False,36.0,False,,2,3,-1,1,2,1,,3.0,5.0,4.0,5.0,4.0,5.0,,,,,,,,4,,,,,,,,4.0,en,5.0,2.0,5.0,5.0,5.0,1.0,5.0,2.0,4.0,5.0,5.0,into_dust,0,0,0,0,0,0,0,0,0,1,0
570eb79483a73509d0e041bf,570eb79483a73509d0e041bf,taipei_city,female,,,taiwanese,,1,False,18.0,False,,1,4,-1,3,1,1,,3.0,4.0,1.0,3.0,5.0,5.0,,,,,,,,5,,,,,,,,4.0,zh_TW,5.0,3.0,4.0,5.0,2.0,5.0,3.0,3.0,1.0,5.0,3.0,into_dust,0,0,0,1,0,0,0,0,0,0,0
570eb72b83a73509d0e01f8e,570eb72b83a73509d0e01f8e,taichung_city,male,,,taiwanese,,3,False,23.0,False,,1,2,-1,1,3,2,,3.0,4.0,3.0,3.0,5.0,4.0,,,,,,,,1,,,,,,,,2.0,en,4.0,1.0,4.0,4.0,3.0,4.0,5.0,4.0,2.0,2.0,1.0,into_dust,0,0,0,1,0,0,0,0,0,0,0
570eb78b83a73509d0e03eef,570eb78b83a73509d0e03eef,taipei_city,female,,,taiwanese,,1,False,14.0,True,,3,5,-1,3,3,3,,4.0,5.0,1.0,5.0,4.0,5.0,,,,,,,,3,,,,,,,,2.0,en,4.0,1.0,5.0,2.0,5.0,5.0,4.0,2.0,4.0,2.0,5.0,into_dust,0,0,0,1,0,0,0,0,0,0,0
570eb76983a73509d0e03443,570eb76983a73509d0e03443,taipei_city,female,,,taiwanese,,3,False,16.0,True,,4,4,-1,4,4,4,,2.0,5.0,1.0,5.0,4.0,5.0,,,,,,,,3,,,,,,,,2.0,en,2.0,4.0,4.0,3.0,4.0,3.0,2.0,4.0,4.0,2.0,5.0,into_dust,0,0,1,1,0,0,0,0,0,0,0
570eb79483a73509d0e041b1,570eb79483a73509d0e041b1,taipei_city,male,,,taiwanese,,2,False,24.0,False,,4,2,-1,3,2,2,,2.0,4.0,4.0,5.0,5.0,5.0,,,,,,,,5,,,,,,,,1.0,en,3.0,4.0,5.0,4.0,1.0,4.0,5.0,4.0,3.0,3.0,4.0,into_dust,0,0,0,1,0,0,0,1,0,0,0
570eb74e83a73509d0e02b21,570eb74e83a73509d0e02b21,taipei_city,male,,,taiwanese,,4,False,20.0,False,,2,4,-1,3,3,2,,3.0,3.0,4.0,3.0,4.0,3.0,,,,,,,,3,,,,,,,,3.0,en,4.0,3.0,4.0,4.0,4.0,5.0,3.0,5.0,4.0,4.0,4.0,into_dust,0,0,1,0,0,0,0,0,0,0,0
570eb7b283a73509d0e04ad8,570eb7b283a73509d0e04ad8,taipei_city,female,,,taiwanese,,1,False,4.0,True,,4,4,-1,3,3,3,,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,4,,,,,,,,4.0,en,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,into_dust,0,0,0,0,0,0,0,0,0,1,1
570eb7b883a73509d0e04cf3,570eb7b883a73509d0e04cf3,taichung_city,male,,,taiwanese,,1,False,51.0,False,,2,1,-1,5,1,1,,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,1,,,,,,,,5.0,zh_TW,1.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,4.0,4.0,5.0,into_dust,0,0,0,1,0,0,0,0,0,0,0
570eb78183a73509d0e03c12,570eb78183a73509d0e03c12,taipei_city,male,,,taiwanese,,1,False,46.0,False,,3,3,-1,2,2,2,,2.0,4.0,2.0,3.0,2.0,4.0,,,,,,,,2,,,,,,,,3.0,en,4.0,3.0,4.0,4.0,1.0,4.0,2.0,5.0,4.0,2.0,4.0,into_dust,0,0,1,1,0,0,0,0,0,1,0
570eb75783a73509d0e02e26,570eb75783a73509d0e02e26,taipei_city,male,,,taiwanese,,5,False,15.0,True,,4,3,-1,3,3,3,,4.0,5.0,3.0,4.0,3.0,5.0,,,,,,,,4,,,,,,,,4.0,en,4.0,4.0,5.0,4.0,5.0,2.0,4.0,3.0,1.0,5.0,5.0,into_dust,0,0,0,1,0,0,0,0,0,0,0
570eb7aa83a73509d0e048ce,570eb7aa83a73509d0e048ce,taipei_city,female,,,taiwanese,,4,False,32.0,False,,2,2,-1,1,3,2,,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,4,,,,,,,,2.0,en,4.0,1.0,4.0,4.0,1.0,5.0,4.0,4.0,3.0,2.0,3.0,into_dust,0,0,1,0,0,0,0,0,0,1,0
570eb74683a73509d0e0284c,570eb74683a73509d0e0284c,taipei_city,female,,,taiwanese,,2,False,40.0,False,,2,4,-1,5,5,5,,4.0,5.0,1.0,5.0,4.0,5.0,,,,,,,,4,,,,,,,,4.0,en,5.0,1.0,4.0,1.0,1.0,4.0,1.0,5.0,4.0,2.0,3.0,into_dust,0,0,0,1,0,0,0,0,0,0,0
570eb7be83a73509d0e04f02,570eb7be83a73509d0e04f02,taipei_city,male,,,taiwanese,,2,False,14.0,False,,1,4,-1,4,4,3,,2.0,4.0,1.0,3.0,4.0,4.0,,,,,,,,4,,,,,,,,2.0,en,4.0,3.0,4.0,2.0,4.0,4.0,5.0,4.0,4.0,2.0,4.0,into_dust,0,0,0,1,0,0,0,0,0,0,0
570eb78383a73509d0e03ca7,570eb78383a73509d0e03ca7,taichung_city,female,,,taiwanese,,5,False,37.0,True,,3,3,-1,3,3,3,,3.0,3.0,1.0,1.0,4.0,4.0,,,,,,,,1,,,,,,,,2.0,en,4.0,2.0,4.0,2.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0,into_dust,0,0,0,0,0,0,0,0,0,1,0
570eb7b383a73509d0e04b69,570eb7b383a73509d0e04b69,taichung_city,female,,,taiwanese,,3,True,47.0,True,,3,3,-1,5,3,3,,4.0,4.0,4.0,5.0,4.0,4.0,,,,,,,,3,,,,,,,,4.0,zh_TW,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,into_dust,0,0,0,0,0,0,0,0,0,1,0
570eb79383a73509d0e04185,570eb79383a73509d0e04185,taichung_city,male,,,singaporean,,3,False,23.0,False,,3,4,-1,3,4,3,,4.0,5.0,3.0,4.0,4.0,4.0,,,,,,,,3,,,,,,,,4.0,en,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,into_dust,0,0,0,1,0,0,0,0,0,1,0
570eb77483a73509d0e03803,570eb77483a73509d0e03803,taichung_city,female,,,taiwanese,,1,False,11.0,True,,1,1,-1,5,5,5,,3.0,5.0,2.0,5.0,5.0,5.0,,,,,,,,5,,,,,,,,1.0,en,5.0,1.0,1.0,3.0,1.0,2.0,1.0,5.0,4.0,3.0,5.0,into_dust,0,0,0,0,0,0,0,0,0,1,0
570eb77c83a73509d0e03a93,570eb77c83a73509d0e03a93,taipei_city,female,,,taiwanese,,3,False,10.0,False,,3,5,-1,3,5,3,,2.0,3.0,1.0,1.0,3.0,3.0,,,,,,,,2,,,,,,,,1.0,en,5.0,1.0,5.0,1.0,4.0,2.0,3.0,3.0,1.0,3.0,3.0,into_dust,0,0,0,0,0,0,0,0,0,1,0
570eb79883a73509d0e04330,570eb79883a73509d0e04330,taichung_city,male,,,taiwanese,,3,False,16.0,False,,4,4,-1,4,3,4,,4.0,4.0,4.0,5.0,2.0,4.0,,,,,,,,4,,,,,,,,2.0,en,4.0,4.0,4.0,2.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,into_dust,0,0,0,1,0,0,0,0,0,0,0
570eb7b083a73509d0e04a6b,570eb7b083a73509d0e04a6b,taipei_city,male,,,taiwanese,,2,False,31.0,False,,2,3,-1,4,2,2,,2.0,4.0,5.0,3.0,4.0,5.0,,,,,,,,3,,,,,,,,2.0,en,4.0,2.0,3.0,4.0,2.0,2.0,2.0,5.0,3.0,2.0,4.0,into_dust,1,0,0,0,0,0,0,0,0,1,1
570eb76983a73509d0e03433,570eb76983a73509d0e03433,taipei_city,female,,,taiwanese,,3,False,20.0,False,,2,3,-1,2,3,3,,3.0,5.0,3.0,5.0,4.0,5.0,,,,,,,,3,,,,,,,,3.0,en,4.0,1.0,3.0,2.0,4.0,4.0,2.0,4.0,3.0,3.0,4.0,into_dust,0,0,0,1,0,1,0,0,0,0,0
570eb74783a73509d0e028e6,570eb74783a73509d0e028e6,taipei_city,male,,,taiwanese,,1,False,38.0,True,,2,3,-1,1,1,1,,5.0,5.0,1.0,5.0,5.0,5.0,,,,,,,,1,,,,,,,,1.0,zh_TW,5.0,4.0,1.0,5.0,1.0,1.0,5.0,2.0,5.0,5.0,4.0,into_dust,0,0,0,0,0,0,0,0,0,1,0
570eb74683a73509d0e0284a,570eb74683a73509d0e0284a,taipei_city,female,,,taiwanese,,1,False,24.0,False,,3,3,-1,2,3,3,,4.0,5.0,1.0,4.0,4.0,5.0,,,,,,,,4,,,,,,,,4.0,en,4.0,2.0,4.0,5.0,3.0,5.0,3.0,4.0,5.0,2.0,3.0,into_dust,0,0,1,1,0,0,0,1,0,0,0
570eb74583a73509d0e02814,570eb74583a73509d0e02814,taichung_city,female,,,taiwanese,,3,False,22.0,False,,3,4,-1,4,4,4,,5.0,5.0,3.0,5.0,5.0,5.0,,,,,,,,3,,,,,,,,5.0,en,4.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,into_dust,0,0,1,1,0,0,0,0,0,0,1
570eb72383a73509d0e01cde,570eb72383a73509d0e01cde,taipei_city,male,,,taiwanese,,3,False,36.0,True,,4,3,-1,4,3,2,,2.0,4.0,1.0,4.0,4.0,4.0,,,,,,,,4,,,,,,,,4.0,zh_TW,4.0,3.0,3.0,5.0,2.0,4.0,2.0,5.0,2.0,3.0,5.0,into_dust,0,0,0,0,0,0,0,0,0,1,0
570eb72083a73509d0e01c27,570eb72083a73509d0e01c27,taipei_city,male,,,taiwanese,,3,False,28.0,False,,4,4,-1,3,4,4,,2.0,4.0,1.0,4.0,5.0,5.0,,,,,,,,4,,,,,,,,4.0,en,4.0,2.0,4.0,2.0,4.0,4.0,2.0,5.0,2.0,4.0,4.0,into_dust,0,0,1,1,0,0,0,0,0,1,1
570eb75083a73509d0e02bb7,570eb75083a73509d0e02bb7,taipei_city,female,,,taiwanese,,3,False,31.0,False,,4,4,-1,1,2,3,,4.0,4.0,1.0,3.0,3.0,4.0,,,,,,,,3,,,,,,,,2.0,zh_TW,2.0,1.0,4.0,5.0,1.0,4.0,2.0,5.0,5.0,4.0,1.0,into_dust,0,0,1,1,0,0,0,0,0,0,0
570eb72483a73509d0e01d6d,570eb72483a73509d0e01d6d,taipei_city,male,,,taiwanese,,5,False,14.0,True,,1,1,-1,3,1,1,,4.0,5.0,1.0,5.0,5.0,5.0,,,,,,,,3,,,,,,,,1.0,en,5.0,2.0,5.0,2.0,5.0,4.0,5.0,1.0,1.0,5.0,5.0,into_dust,0,0,0,1,0,0,0,0,0,1,0
570eb77d83a73509d0e03af4,570eb77d83a73509d0e03af4,taipei_city,female,,,taiwanese,,1,False,35.0,False,,3,5,-1,4,4,3,,4.0,5.0,1.0,5.0,4.0,5.0,,,,,,,,3,,,,,,,,4.0,zh_TW,5.0,2.0,3.0,5.0,2.0,4.0,4.0,4.0,3.0,2.0,1.0,into_dust,0,0,0,1,0,0,0,0,0,0,0
570eb73883a73509d0e023be,570eb73883a73509d0e023be,taipei_city,male,,,taiwanese,,3,False,18.0,True,,1,1,-1,1,1,1,,2.0,5.0,1.0,5.0,5.0,5.0,,,,,,,,1,,,,,,,,3.0,en,4.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,into_dust,0,0,0,1,0,1,0,0,0,0,1
570eb78683a73509d0e03d94,570eb78683a73509d0e03d94,taipei_city,male,,,taiwanese,,3,False,24.0,False,,2,5,-1,4,4,4,,3.0,4.0,1.0,4.0,4.0,3.0,,,,,,,,4,,,,,,,,3.0,en,4.0,1.0,5.0,4.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,into_dust,0,0,1,0,0,0,0,0,0,0,0
570eb79683a73509d0e04236,570eb79683a73509d0e04236,taipei_city,female,,,taiwanese,,1,False,41.0,False,,3,3,-1,4,3,3,,3.0,3.0,1.0,3.0,3.0,3.0,,,,,,,,1,,,,,,,,3.0,en,4.0,4.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,into_dust,1,0,0,1,0,0,0,0,0,0,0
570eb78183a73509d0e03c37,570eb78183a73509d0e03c37,taipei_city,male,,,taiwanese,,1,False,60.0,False,,3,4,-1,3,3,3,,3.0,4.0,2.0,3.0,3.0,4.0,,,,,,,,3,,,,,,,,3.0,en,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,into_dust,0,0,0,0,0,0,0,0,0,0,1
570eb78783a73509d0e03de6,570eb78783a73509d0e03de6,taipei_city,female,,,taiwanese,,3,False,12.0,False,,4,5,-1,3,3,3,,1.0,4.0,4.0,4.0,2.0,5.0,,,,,,,,5,,,,,,,,5.0,en,4.0,2.0,4.0,2.0,4.0,4.0,5.0,4.0,2.0,3.0,4.0,into_dust,0,0,0,1,0,0,0,0,0,0,0
570eb75c83a73509d0e03013,570eb75c83a73509d0e03013,taipei_city,male,,,chinese,,4,False,18.0,False,,1,5,-1,5,4,4,,3.0,5.0,1.0,5.0,5.0,5.0,,,,,,,,1,,,,,,,,1.0,en,5.0,1.0,4.0,1.0,5.0,2.0,2.0,2.0,4.0,2.0,5.0,into_dust,0,1,0,0,0,1,0,0,0,0,1
570eb78883a73509d0e03df2,570eb78883a73509d0e03df2,taipei_city,female,,,taiwanese,,4,False,17.0,True,,3,3,-1,4,3,3,,3.0,4.0,1.0,5.0,3.0,5.0,,,,,,,,5,,,,,,,,5.0,en,4.0,1.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,into_dust,0,0,0,1,0,0,0,0,0,1,0
570eb77e83a73509d0e03b45,570eb77e83a73509d0e03b45,taipei_city,female,,,taiwanese,,1,False,25.0,True,,2,2,-1,3,2,1,,2.0,3.0,1.0,2.0,4.0,2.0,,,,,,,,3,,,,,,,,4.0,en,4.0,1.0,2.0,4.0,3.0,5.0,2.0,4.0,4.0,2.0,2.0,into_dust,1,0,0,1,0,0,0,0,0,0,0
570eb77a83a73509d0e039d6,570eb77a83a73509d0e039d6,taipei_city,male,,,taiwanese,,4,False,15.0,False,,2,5,-1,5,3,5,,3.0,5.0,1.0,5.0,5.0,5.0,,,,,,,,3,,,,,,,,3.0,en,5.0,1.0,5.0,3.0,5.0,4.0,5.0,1.0,3.0,5.0,5.0,into_dust,0,0,0,0,0,0,0,1,0,0,0
570eb72083a73509d0e01bfe,570eb72083a73509d0e01bfe,taipei_city,female,,,taiwanese,,5,False,11.0,False,,4,4,-1,4,4,1,,2.0,5.0,1.0,5.0,5.0,5.0,,,,,,,,4,,,,,,,,5.0,en,2.0,4.0,3.0,1.0,5.0,5.0,5.0,2.0,3.0,1.0,5.0,into_dust,0,0,0,1,0,0,0,0,0,0,0
570eb72583a73509d0e01dac,570eb72583a73509d0e01dac,taipei_city,female,,,taiwanese,,2,False,40.0,True,,3,2,-1,2,2,2,,3.0,3.0,3.0,2.0,4.0,4.0,,,,,,,,3,,,,,,,,3.0,en,4.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,into_dust,0,0,0,1,0,0,0,0,0,0,0
570eb75b83a73509d0e02fa8,570eb75b83a73509d0e02fa8,taipei_city,female,,,taiwanese,,2,False,10.0,True,,4,2,-1,2,1,1,,3.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,4,,,,,,,,4.0,zh_TW,5.0,1.0,5.0,2.0,2.0,5.0,2.0,3.0,1.0,2.0,2.0,into_dust,0,0,0,1,0,0,0,0,0,0,0
570eb79d83a73509d0e044a7,570eb79d83a73509d0e044a7,taipei_city,male,,,taiwanese,,2,False,13.0,False,,2,3,-1,4,3,2,,5.0,5.0,1.0,5.0,5.0,5.0,,,,,,,,4,,,,,,,,1.0,zh_TW,4.0,2.0,4.0,3.0,3.0,5.0,1.0,4.0,4.0,1.0,5.0,into_dust,1,1,1,1,0,1,0,1,0,1,1
570eb79383a73509d0e0416b,570eb79383a73509d0e0416b,taichung_city,male,,,taiwanese,,1,False,15.0,False,,3,3,-1,3,4,2,,4.0,5.0,1.0,4.0,4.0,5.0,,,,,,,,2,,,,,,,,4.0,en,5.0,5.0,4.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,into_dust,0,1,0,0,0,0,0,0,0,0,0
570eb73283a73509d0e021e5,570eb73283a73509d0e021e5,taipei_city,male,,,taiwanese,,3,False,19.0,False,,3,4,-1,4,3,4,,5.0,5.0,1.0,5.0,5.0,5.0,,,,,,,,4,,,,,,,,5.0,en,2.0,4.0,2.0,5.0,2.0,5.0,4.0,4.0,5.0,5.0,5.0,into_dust,0,0,0,1,0,0,0,0,0,0,0
570eb72e83a73509d0e020ab,570eb72e83a73509d0e020ab,taipei_city,female,,,taiwanese,,3,False,18.0,True,,2,3,-1,2,3,3,,2.0,4.0,1.0,4.0,4.0,4.0,,,,,,,,4,,,,,,,,3.0,en,5.0,3.0,4.0,4.0,5.0,4.0,4.0,2.0,2.0,3.0,3.0,into_dust,0,0,0,1,0,0,0,0,0,0,0
570eb7a783a73509d0e047d2,570eb7a783a73509d0e047d2,taipei_city,female,,,taiwanese,,3,False,10.0,False,,4,5,-1,3,4,4,,5.0,5.0,1.0,5.0,5.0,5.0,,,,,,,,4,,,,,,,,5.0,en,5.0,2.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,4.0,into_dust,0,1,1,1,0,1,0,0,0,0,0
570eb76683a73509d0e0331a,570eb76683a73509d0e0331a,taipei_city,male,,,taiwanese,,3,False,19.0,False,,2,3,-1,1,3,2,,3.0,3.0,1.0,3.0,3.0,2.0,,,,,,,,3,,,,,,,,3.0,zh_TW,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,into_dust,0,0,0,0,0,1,0,0,0,1,0
570eb77683a73509d0e038a8,570eb77683a73509d0e038a8,taichung_city,male,,,taiwanese,,3,False,11.0,False,,3,4,-1,4,3,4,,3.0,3.0,2.0,3.0,3.0,5.0,,,,,,,,1,,,,,,,,2.0,zh_TW,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,into_dust,0,0,0,1,0,0,0,0,0,0,0
570eb7b083a73509d0e04a30,570eb7b083a73509d0e04a30,taichung_city,female,,,taiwanese,,3,False,19.0,False,,3,5,-1,4,4,5,,3.0,3.0,1.0,3.0,3.0,3.0,,,,,,,,3,,,,,,,,3.0,en,4.0,3.0,3.0,5.0,1.0,5.0,2.0,5.0,3.0,3.0,3.0,into_dust,0,0,0,1,0,0,0,0,0,0,0
570eb7b383a73509d0e04b29,570eb7b383a73509d0e04b29,taipei_city,male,,,taiwanese,,2,False,16.0,False,,2,2,-1,3,2,3,,3.0,4.0,1.0,4.0,3.0,4.0,,,,,,,,3,,,,,,,,4.0,en,4.0,5.0,3.0,4.0,2.0,3.0,2.0,5.0,2.0,5.0,5.0,into_dust,0,0,0,1,0,0,0,0,0,0,0
570eb74383a73509d0e02795,570eb74383a73509d0e02795,taipei_city,male,,,taiwanese,,4,False,12.0,False,,1,1,-1,1,1,1,,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,1,,,,,,,,5.0,zh_TW,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,into_dust,0,0,0,1,0,0,0,0,0,0,0
